20240607	18:22:11	aaaf22ae-88c3-49dd-a726-84392666fbdd	GET	/	undefined
20240607	18:22:11	8d3bcd82-e4c8-4b14-97e6-d9f10143ab7e	GET	/css/style.css	undefined
20240607	18:22:14	25d71f9e-77a8-4150-bd5f-fcdc0a2b49f0	GET	/favicon.ico	undefined
20240610	02:55:53	4445a027-08ed-401e-ac98-40b9f6ec593c	GET	/	undefined
20240610	02:55:53	060875c4-99e6-43d5-9416-c0ce881177a4	GET	/css/style.css	undefined
20240611	16:34:54	51477035-cb68-4a8f-83a3-87d77b0eddee	GET	/users	undefined
20240611	16:40:10	7d701ef1-dcf9-4ede-b89f-baa47d48a439	POST	/users	undefined
20240611	16:40:57	51a777e5-0cdc-42b3-a7ab-dce52c4e066b	POST	/users	undefined
20240611	16:41:10	e6c75898-ba03-4f32-9ebf-080a18888453	GET	/users	undefined
20240611	16:44:18	72d95243-3b82-47e8-842d-1e6840b5d4e4	GET	/users	undefined
20240611	16:54:01	622db3c5-1d97-4e3e-93c0-181b4d6323a3	GET	/users	undefined
20240611	16:55:31	14459ca9-f0a5-46b9-a83c-1664436a0dd4	GET	/users	undefined
20240611	16:56:00	32bc8673-caa6-4cb6-a115-d42dc246bfa5	GET	/users	undefined
20240611	16:58:31	ffca28b2-bb5d-418b-8dd5-afd463144885	GET	/users	undefined
20240611	16:58:46	2eb6cab7-bc3b-4ff3-8b06-9088f0323775	POST	/users	undefined
20240611	17:02:54	16c923a4-dcd9-4b57-bf1e-fe5246f17c89	GET	/	undefined
20240611	17:02:54	7a40a70b-85c3-4f28-b280-15add483ad5e	GET	/css/style.css	undefined
20240611	20:16:37	eb4d023e-4675-48aa-8f6c-f04650277dd5	GET	/	undefined
20240611	20:16:38	14b9678d-13c4-4794-a8fd-53ffa444f7f6	GET	/css/style.css	undefined
20240613	19:07:25	00bb0eac-eb95-460c-8564-4d8497ab89f8	POST	/users	undefined
20240614	04:23:11	5b4aec56-835c-4c81-b448-bb9657f9882a	POST	/users	undefined
20240614	04:23:56	09b2909f-0233-463d-8de4-63c091a0fd03	POST	/users	undefined
20240614	06:46:17	9b2f74c5-19f7-4322-bbf1-c31e28933c8c	PATCH	/users	undefined
20240616	22:17:54	7e02a3d5-a254-4180-8aa2-ad6ad3b73dc1	PATCH	/users	undefined
20240616	22:18:45	b9339d57-453b-4cd5-8802-94eb2beb38c2	POST	/users	undefined
20240616	22:20:12	403530ae-cadb-4e3c-adba-92d122ce6b32	PATCH	/users	undefined
20240616	22:22:00	7399b0fc-dcd7-4741-8dbb-b98b5768e7c9	GET	/notes	http://localhost:3000
20240616	22:22:03	881836c2-5948-41a2-b70a-d27859f64a51	GET	/users	http://localhost:3000
20240616	22:22:20	eaa71121-8e32-40d2-9be0-d88a1df9597f	GET	/notes	http://localhost:3000
20240616	22:22:34	8c2a04c9-da78-4382-b2e1-a6333993dfbe	GET	/notes	http://localhost:3000
20240616	22:29:50	b35d6e59-c3d2-4fb9-bd2f-53891f365e57	PATCH	/notes	undefined
20240616	22:32:16	9c4200f0-e391-4c4c-9d94-0832907f6c34	PATCH	/notes	undefined
20240616	22:37:06	31c4d307-f3e5-44d5-b60a-3ac4fbe92a72	PATCH	/notes	undefined
20240616	22:37:10	7d70e867-d7bb-44fa-819b-a863475b5209	POST	/notes	undefined
20240616	22:37:41	5007892c-a3f2-4916-bb85-eb590ea2337c	POST	/notes	undefined
20240616	22:45:22	e6340b68-d574-4174-aeb4-cd5ad7b642f1	POST	/notes	undefined
20240616	22:57:07	26294e13-79f3-45d4-9bf7-1a10125fb90d	POST	/notes	undefined
20240616	22:57:14	8865306d-6daa-4366-ac8b-8f314e92219c	GET	/users	http://localhost:3000
20240616	22:57:19	e94d3bef-f6ca-44fb-8f4a-5e300c435d92	GET	/notes	http://localhost:3000
20240616	22:57:51	efec0749-0e2e-48d9-8b70-0386a90ba119	POST	/notes	undefined
20240616	22:58:26	34c4d312-1ace-40ba-a2cf-4dcff15bcbf5	POST	/notes	undefined
20240616	22:58:39	4148fd41-ffec-4b96-97ae-0454f01d35bc	POST	/notes	undefined
20240616	22:58:49	5dde805d-8075-4d36-83d2-57b9301ba9c4	GET	/users	http://localhost:3000
20240616	22:59:49	a6bbdc26-711b-480a-b6cf-8cf764361051	GET	/users	undefined
